int, omega, ref, sam
1.861870951091323327e-04,2.820687290798511881e+00,5.845887104942276355e-03,5.845887104942276355e-03
1.905514118614192292e-05,2.820264969000219057e+00,5.925545560753337805e-03,5.925545560753337805e-03
2.605373403497897834e-05,2.819842773645578227e+00,6.006158060517365581e-03,6.006158060517365581e-03
2.138134820657187310e-04,2.819420704677811695e+00,6.087734140283696145e-03,6.087734140283696145e-03
5.781839992843185042e-04,2.818998762040176409e+00,6.170283406372281676e-03,6.170283406372281676e-03
1.104214735138308364e-03,2.818576945675962619e+00,6.253815535582184747e-03,6.253815535582184747e-03
1.766791259142798994e-03,2.818155255528494774e+00,6.338340275396297380e-03,6.338340275396297380e-03
2.531904034001211320e-03,2.817733691541130625e+00,6.423867444183048621e-03,6.423867444183048621e-03
3.358487774900257954e-03,2.817312253657262566e+00,6.510406931394158679e-03,6.510406931394158679e-03
4.200733433385774214e-03,2.816890941820316741e+00,6.597968697759379851e-03,6.597968697759379851e-03
5.010743913581808956e-03,2.816469755973752598e+00,6.686562775477540750e-03,6.686562775477540750e-03
5.741380815515745133e-03,2.816048696061063783e+00,6.776199268403742051e-03,6.776199268403742051e-03
6.349134404366562137e-03,2.815627762025778136e+00,6.866888352233001258e-03,6.866888352233001258e-03
6.796843730792877063e-03,2.815206953811456358e+00,6.958640274680467919e-03,6.958640274680467919e-03
7.056098909729553205e-03,2.814786271361693792e+00,7.051465355657204892e-03,7.051465355657204892e-03
7.109172921177435954e-03,2.814365714620118641e+00,7.145373987442837568e-03,7.145373987442837568e-03
6.950355221154004039e-03,2.813945283530393304e+00,7.240376634853645105e-03,7.240376634853645105e-03
6.586592645411276994e-03,2.813524978036213930e+00,7.336483835407074661e-03,7.336483835407074661e-03
6.037382726882301737e-03,2.813104798081309976e+00,7.433706199482199850e-03,7.433706199482199850e-03
5.333908376781128051e-03,2.812684743609444649e+00,7.532054410475931723e-03,7.532054410475931723e-03
4.517448345344175428e-03,2.812264814564414905e+00,7.631539224955188709e-03,7.631539224955188709e-03
3.637142275709649014e-03,2.811845010890051011e+00,7.732171472804915367e-03,7.732171472804915367e-03
2.747229795653882093e-03,2.811425332530216536e+00,7.833962057371810297e-03,7.833962057371810297e-03
1.903917429750508596e-03,2.811005779428808804e+00,7.936921955603602752e-03,7.936921955603602752e-03
1.162052958210848998e-03,2.810586351529759774e+00,8.041062218183802485e-03,8.041062218183802485e-03
5.718024628670448752e-04,2.810167048777032495e+00,8.146393969663165771e-03,8.146393969663165771e-03
1.755295292368575237e-04,2.809747871114625095e+00,8.252928408584755959e-03,8.252928408584755959e-03
5.068420250846899135e-06,2.809328818486569457e+00,8.360676807605811264e-03,8.360676807605811264e-03
7.956370954701564918e-05,2.808909890836928991e+00,8.469650513615218507e-03,8.469650513615218507e-03
4.040187723240838843e-04,2.808491088109802636e+00,8.579860947844701949e-03,8.579860947844701949e-03
9.686562560701133867e-04,2.808072410249320860e+00,8.691319605977377086e-03,8.691319605977377086e-03
1.749147351432511072e-03,2.807653857199648773e+00,8.804038058249651771e-03,8.804038058249651771e-03
2.707715979465330318e-03,2.807235428904984342e+00,8.918027949549567693e-03,8.918027949549567693e-03
3.795071846957381086e-03,2.806817125309557959e+00,9.033300999509866550e-03,9.033300999509866550e-03
4.953075785318784320e-03,2.806398946357634649e+00,9.149869002595381953e-03,9.149869002595381953e-03
6.117994934832003337e-03,2.805980891993511417e+00,9.267743828186757182e-03,9.267743828186757182e-03
7.224167001105539360e-03,2.805562962161519458e+00,9.386937420657673337e-03,9.386937420657673337e-03
8.207864439337766299e-03,2.805145156806022388e+00,9.507461799448111914e-03,9.507461799448111914e-03
9.011132913594063071e-03,2.804727475871417575e+00,9.629329059131483404e-03,9.629329059131483404e-03
9.585374963275147819e-03,2.804309919302134801e+00,9.752551369477295909e-03,9.752551369477295909e-03
9.894459961486409133e-03,2.803892487042637605e+00,9.877140975507705395e-03,9.877140975507705395e-03
9.917164846121238192e-03,2.803475179037421938e+00,1.000311019754944117e-02,1.000311019754944117e-02
9.648785624841168390e-03,2.803057995231017507e+00,1.013047143127958176e-02,1.013047143127958176e-02
9.101805437046835492e-03,2.802640935567986435e+00,1.025923714776651521e-02,1.025923714776651521e-02
8.305558489191344762e-03,2.802223999992924153e+00,1.038941989350478969e-02,1.038941989350478969e-02
7.304887443726983468e-03,2.801807188450458952e+00,1.052103229044460547e-02,1.052103229044460547e-02
6.157851475043681251e-03,2.801390500885252433e+00,1.065408703601552348e-02,1.065408703601552348e-02
4.932599698427197338e-03,2.800973937241997724e+00,1.078859690314498340e-02,1.078859690314498340e-02
3.703576578608179255e-03,2.800557497465423040e+00,1.092457474026946318e-02,1.092457474026946318e-02
2.547269044123137011e-03,2.800141181500287679e+00,1.106203347134204588e-02,1.106203347134204588e-02
1.537736641722229443e-03,2.799724989291384247e+00,1.120098609583226011e-02,1.120098609583226011e-02
7.421840578528481709e-04,2.799308920783539101e+00,1.134144568872033979e-02,1.134144568872033979e-02
2.168383730747241219e-04,2.798892975921609683e+00,1.148342540048661459e-02,1.148342540048661459e-02
3.381019257022150105e-06,2.798477154650487631e+00,1.162693845709280964e-02,1.162693845709280964e-02
1.261570002293958262e-04,2.798061456915097001e+00,1.177199815995884705e-02,1.177199815995884705e-02
5.903428309481296337e-04,2.797645882660393823e+00,1.191861788593307631e-02,1.191861788593307631e-02
1.381201998735560920e-03,2.797230431831367881e+00,1.206681108725534204e-02,1.206681108725534204e-02
2.464495425991932841e-03,2.796815104373040928e+00,1.221659129151509218e-02,1.221659129151509218e-02
3.788047857171741254e-03,2.796399900230467583e+00,1.236797210160206321e-02,1.236797210160206321e-02
5.284403118409869600e-03,2.795984819348735329e+00,1.252096719565092692e-02,1.252096719565092692e-02
6.874435777823450534e-03,2.795569861672963619e+00,1.267559032697972675e-02,1.267559032697972675e-02
8.471727765999567672e-03,2.795155027148305216e+00,1.283185532402095208e-02,1.283185532402095208e-02
9.987469592697603357e-03,2.794740315719944856e+00,1.298977609024702835e-02,1.298977609024702835e-02
1.133560998911479524e-02,2.794325727333099696e+00,1.314936660408836701e-02,1.314936660408836701e-02
1.243795747520402319e-02,2.793911261933020640e+00,1.331064091884457713e-02,1.331064091884457713e-02
1.322893399522982218e-02,2.793496919464989681e+00,1.347361316259012773e-02,1.347361316259012773e-02
1.365969491130602717e-02,2.793082699874321673e+00,1.363829753807175617e-02,1.363829753807175617e-02
1.370136080801600230e-02,2.792668603106363889e+00,1.380470832259965766e-02,1.380470832259965766e-02
1.334715324837947720e-02,2.792254629106496022e+00,1.397285986793164042e-02,1.397285986793164042e-02
1.261328640307349779e-02,2.791840777820131070e+00,1.414276660014990826e-02,1.414276660014990826e-02
1.153853610912342759e-02,2.791427049192712229e+00,1.431444301953243084e-02,1.431444301953243084e-02
1.018248352265701921e-02,2.791013443169717334e+00,1.448790370041402355e-02,1.448790370041402355e-02
8.622507811889366242e-03,2.790599959696654864e+00,1.466316329104388333e-02,1.466316329104388333e-02
6.949676812658680050e-03,2.790186598719067046e+00,1.484023651343287578e-02,1.484023651343287578e-02
5.263751840320073615e-03,2.789773360182526751e+00,1.501913816319612807e-02,1.501913816319612807e-02
3.667578858429341830e-03,2.789360244032640157e+00,1.519988310938594905e-02,1.519988310938594905e-02
2.261179466482615003e-03,2.788947250215045859e+00,1.538248629431878713e-02,1.538248629431878713e-02
1.135879001389863280e-03,2.788534378675413539e+00,1.556696273339504798e-02,1.556696273339504798e-02
3.688137301985841142e-04,2.788121629359446185e+00,1.575332751490974778e-02,1.575332751490974778e-02
1.814400734273243447e-05,2.787709002212878318e+00,1.594159579985761008e-02,1.594159579985761008e-02
1.192658801010811829e-04,2.787296497181476429e+00,1.613178282172932076e-02,1.613178282172932076e-02
6.822615821187728684e-04,2.786884114211039432e+00,1.632390388630035327e-02,1.632390388630035327e-02
1.690762343958242915e-03,2.786471853247398656e+00,1.651797437141220432e-02,1.651797437141220432e-02
3.102318576226675059e-03,2.786059714236416962e+00,1.671400972674632127e-02,1.671400972674632127e-02
4.850287074782859593e-03,2.785647697123989186e+00,1.691202547358967856e-02,1.691202547358967856e-02
6.847157275373790160e-03,2.785235801856042137e+00,1.711203720459262764e-02,1.711203720459262764e-02
8.989153779112175544e-03,2.784824028378535488e+00,1.731406058351846883e-02,1.731406058351846883e-02
1.116187534146608623e-02,2.784412376637459552e+00,1.751811134498664629e-02,1.751811134498664629e-02
1.324666586626136768e-02,2.784000846578837063e+00,1.772420529420595109e-02,1.772420529420595109e-02
1.512736464066835075e-02,2.783589438148723616e+00,1.793235830670030298e-02,1.793235830670030298e-02
1.669705418189499843e-02,2.783178151293205005e+00,1.814258632802811036e-02,1.814258632802811036e-02
1.786441666876087755e-02,2.782766985958400330e+00,1.835490537349054527e-02,1.835490537349054527e-02
1.855932482651525758e-02,2.782355942090459333e+00,1.856933152783454138e-02,1.856933152783454138e-02
1.873732987403380415e-02,2.781945019635564620e+00,1.878588094494513389e-02,1.878588094494513389e-02
1.838276601533087029e-02,2.781534218539930325e+00,1.900456984753131143e-02,1.900456984753131143e-02
1.751026505715771314e-02,2.781123538749802115e+00,1.922541452680288573e-02,1.922541452680288573e-02
1.616456211321872991e-02,2.780712980211456742e+00,1.944843134213928779e-02,1.944843134213928779e-02
1.441856923059445413e-02,2.780302542871203819e+00,1.967363672074874670e-02,1.967363672074874670e-02
1.236979278951712106e-02,2.779892226675384492e+00,1.990104715732060256e-02,1.990104715732060256e-02
1.013526705261598264e-02,2.779482031570371436e+00,2.013067921366858831e-02,2.013067921366858831e-02
7.845264687109986326e-03,2.779071957502567969e+00,2.036254951836592719e-02,2.036254951836592719e-02
5.636120231278849042e-03,2.778662004418410714e+00,2.059667476637007041e-02,2.059667476637007041e-02
3.642559774738400678e-03,2.778252172264366493e+00,2.083307171864172067e-02,2.083307171864172067e-02
1.989965964102198039e-03,2.777842460986934547e+00,2.107175720175265971e-02,2.107175720175265971e-02
7.870193912993477632e-04,2.777432870532645648e+00,2.131274810748617562e-02,2.131274810748617562e-02
1.191443574831908456e-04,2.777023400848061652e+00,2.155606139242893099e-02,2.155606139242893099e-02
4.314922863060445546e-05,2.776614051879776390e+00,2.180171407755293958e-02,2.180171407755293958e-02
5.833908265837774816e-04,2.776204823574414338e+00,2.204972324779033710e-02,2.204972324779033710e-02
1.729711591927877686e-03,2.775795715878632830e+00,2.230010605159696638e-02,2.230010605159696638e-02
3.437301865372307912e-03,2.775386728739118958e+00,2.255287970051039412e-02,2.255287970051039412e-02
5.628532783011231701e-03,2.774977862102592674e+00,2.280806146869524681e-02,2.280806146869524681e-02
8.196693875934560683e-03,2.774569115915805018e+00,2.306566869248254104e-02,2.306566869248254104e-02
1.101145977434546917e-02,2.774160490125537226e+00,2.332571876989951443e-02,2.332571876989951443e-02
1.392580871898492327e-02,2.773751984678603844e+00,2.358822916018788948e-02,2.358822916018788948e-02
1.678402780822502854e-02,2.773343599521848724e+00,2.385321738331767569e-02,2.385321738331767569e-02
1.943037129586314832e-02,2.772935334602149027e+00,2.412070101948660811e-02,2.412070101948660811e-02
2.171789304051467348e-02,2.772527189866411224e+00,2.439069770861587369e-02,2.439069770861587369e-02
2.351695537093597202e-02,2.772119165261574203e+00,2.466322514983177588e-02,2.466322514983177588e-02
2.472292570427029462e-02,2.771711260734607940e+00,2.493830110094136590e-02,2.493830110094136590e-02
2.526260920745644623e-02,2.771303476232513496e+00,2.521594337789786686e-02,2.521594337789786686e-02
2.509902901587148308e-02,2.770895811702323464e+00,2.549616985425660204e-02,2.549616985425660204e-02
2.423425189013319117e-02,2.770488267091100631e+00,2.577899846062283243e-02,2.577899846062283243e-02
2.271006221067022046e-02,2.770080842345940209e+00,2.606444718408791605e-02,2.606444718408791605e-02
2.060640525731135750e-02,2.769673537413967601e+00,2.635253406765913214e-02,2.635253406765913214e-02
1.803764534388398524e-02,2.769266352242339302e+00,2.664327720967816365e-02,2.664327720967816365e-02
1.514680864220625985e-02,2.768859286778243778e+00,2.693669476322992432e-02,2.693669476322992432e-02
1.209809740789688851e-02,2.768452340968899250e+00,2.723280493554450579e-02,2.723280493554450579e-02
9.068065085385233759e-03,2.768045514761556358e+00,2.753162598738606234e-02,2.753162598738606234e-02
6.235924379707579943e-03,2.767638808103495496e+00,2.783317623243597091e-02,2.783317623243597091e-02
3.773517835639116601e-03,2.767232220942028587e+00,2.813747403666361224e-02,2.813747403666361224e-02
1.835509093181658712e-03,2.766825753224499085e+00,2.844453781768867262e-02,2.844453781768867262e-02
5.503506908616732224e-04,2.766419404898279755e+00,2.875438604413581289e-02,2.875438604413581289e-02
1.255067026433223479e-05,2.766013175910776667e+00,2.906703723497494965e-02,2.906703723497494965e-02
2.766966591192981440e-04,2.765607066209423870e+00,2.938250995885926739e-02,2.938250995885926739e-02
1.353605646412558159e-03,2.765201075741689163e+00,2.970082283344498836e-02,2.970082283344498836e-02
3.208854943074423809e-03,2.764795204455069211e+00,3.002199452470995580e-02,3.002199452470995580e-02
5.763820803361941435e-03,2.764389452297092209e+00,3.034604374625668802e-02,3.034604374625668802e-02
8.899212834132409072e-03,2.763983819215316995e+00,3.067298925860856285e-02,3.067298925860856285e-02
1.246095224664139044e-02,2.763578305157333492e+00,3.100284986849543081e-02,3.100284986849543081e-02
1.626810803258234642e-02,2.763172910070761823e+00,3.133564442813052686e-02,3.133564442813052686e-02
2.012248487977889161e-02,2.762767633903253639e+00,3.167139183447616191e-02,3.167139183447616191e-02
2.381935704546455507e-02,2.762362476602490347e+00,3.201011102850207651e-02,3.201011102850207651e-02
2.715876939064432519e-02,2.761957438116184882e+00,3.235182099443129761e-02,3.235182099443129761e-02
2.995678487093648978e-02,2.761552518392080380e+00,3.269654075897893836e-02,3.269654075897893836e-02
3.205604983051221768e-02,2.761147717377951061e+00,3.304428939057937886e-02,3.304428939057937886e-02
3.333507545933562383e-02,2.760743035021600456e+00,3.339508599860614019e-02,3.339508599860614019e-02
3.371569481371081145e-02,2.760338471270864513e+00,3.374894973257779041e-02,3.374894973257779041e-02
3.316824701763714661e-02,2.759934026073608937e+00,3.410589978135906281e-02,3.410589978135906281e-02
3.171415902391389041e-02,2.759529699377729184e+00,3.446595537235013634e-02,3.446595537235013634e-02
2.942573443403779035e-02,2.759125491131152685e+00,3.482913577066413385e-02,3.482913577066413385e-02
2.642311093732464811e-02,2.758721401281836183e+00,3.519546027829934670e-02,3.519546027829934670e-02
2.286850467951632299e-02,2.758317429777767948e+00,3.556494823329719307e-02,3.556494823329719307e-02
1.895801266609194874e-02,2.757913576566966007e+00,3.593761900889421573e-02,3.593761900889421573e-02
1.491138458928868184e-02,2.757509841597478584e+00,3.631349201266248494e-02,3.631349201266248494e-02
1.096029524531200866e-02,2.757106224817384987e+00,3.669258668563957215e-02,3.669258668563957215e-02
7.335741001261636418e-03,2.756702726174795171e+00,3.707492250145023177e-02,3.707492250145023177e-02
4.255243019037240233e-03,2.756299345617848395e+00,3.746051896541929827e-02,3.746051896541929827e-02
1.910562333284574399e-03,2.755896083094714566e+00,3.784939561367219041e-02,3.784939561367219041e-02
4.566155843308545409e-04,2.755492938553594673e+00,3.824157201222671415e-02,3.824157201222671415e-02
2.225513879194334521e-06,2.755089911942719461e+00,3.863706775607692739e-02,3.863706775607692739e-02
6.032496592195131079e-04,2.754687003210349872e+00,3.903590246826534743e-02,3.903590246826534743e-02
2.258508478452235946e-03,2.754284212304777490e+00,3.943809579894579087e-02,3.943809579894579087e-02
4.908786663221488197e-03,2.753881539174323212e+00,3.984366742443828935e-02,3.984366742443828935e-02
8.439016397290687033e-03,2.753478983767339461e+00,4.025263704627062011e-02,4.025263704627062011e-02
1.268357763506010316e-02,2.753076546032208416e+00,4.066502439021444509e-02,4.066502439021444509e-02
1.743447755171603775e-02,2.752674225917341566e+00,4.108084920531034079e-02,4.108084920531034079e-02
2.245200870533044929e-02,2.752272023371181930e+00,4.150013126288060183e-02,4.150013126288060183e-02
2.747734227405886770e-02,2.751869938342201394e+00,4.192289035553753429e-02,4.192289035553753429e-02
3.224639717632277192e-02,2.751467970778902927e+00,4.234914629617694826e-02,4.234914629617694826e-02
3.650424473951609239e-02,2.751066120629818368e+00,4.277891891696691123e-02,4.277891891696691123e-02
4.001926684795784755e-02,2.750664387843511527e+00,4.321222806832131919e-02,4.321222806832131919e-02
4.259628607734146366e-02,2.750262772368574637e+00,4.364909361787099040e-02,4.364909361787099040e-02
4.408792982903700364e-02,2.749861274153630131e+00,4.408953544941961178e-02,4.408953544941961178e-02
4.440357518378211521e-02,2.749459893147331080e+00,4.453357346189171229e-02,4.453357346189171229e-02
4.351534308167760712e-02,2.749058629298360312e+00,4.498122756827258734e-02,4.498122756827258734e-02
4.146076338646114551e-02,2.748657482555430409e+00,4.543251769453782174e-02,4.543251769453782174e-02
3.834190849561210090e-02,2.748256452867283706e+00,4.588746377857353537e-02,4.588746377857353537e-02
3.432098311801833057e-02,2.747855540182693179e+00,4.634608576908612332e-02,4.634608576908612332e-02
2.961255146703790572e-02,2.747454744450461117e+00,4.680840362450536946e-02,4.680840362450536946e-02
2.447276986997424728e-02,2.747054065619420005e+00,4.727443731187559034e-02,4.727443731187559034e-02
1.918616235809086218e-02,2.746653503638431193e+00,4.774420680574009701e-02,4.774420680574009701e-02
1.405061964981818914e-02,2.746253058456387564e+00,4.821773208701195940e-02,4.821773208701195940e-02
9.361409869677097054e-03,2.745852730022209975e+00,4.869503314184246007e-02,4.869503314184246007e-02
5.395055943287216729e-03,2.745452518284850374e+00,4.917612996047299179e-02,4.917612996047299179e-02
2.393955623792754991e-03,2.745052423193290458e+00,4.966104253608275010e-02,4.966104253608275010e-02
5.525937129204160471e-04,2.744652444696540794e+00,5.014979086362699595e-02,5.014979086362699595e-02
6.122974371078050660e-06,2.744252582743641700e+00,5.064239493866413977e-02,5.064239493866413977e-02
8.219737850915774004e-04,2.743852837283664581e+00,5.113887475617305556e-02,5.113887475617305556e-02
2.994998427983707953e-03,2.743453208265708820e+00,5.163925030936719618e-02,5.163925030936719618e-02
6.446471925184282976e-03,2.743053695638904443e+00,5.214354158849239529e-02,5.214354158849239529e-02
1.102706700699886654e-02,2.742654299352410785e+00,5.265176857962088064e-02,5.265176857962088064e-02
1.652370700846986923e-02,2.742255019355416490e+00,5.316395126343465699e-02,5.316395126343465699e-02
2.266998865193898399e-02,2.741855855597140401e+00,5.368010961399925784e-02,5.368010961399925784e-02
2.915966833207087397e-02,2.741456808026830672e+00,5.420026359753066930e-02,5.420026359753066930e-02
3.566253162119796538e-02,2.741057876593765208e+00,5.472443317115199130e-02,5.472443317115199130e-02
4.184182603617351420e-02,2.740659061247250783e+00,5.525263828164329177e-02,5.525263828164329177e-02
4.737233971396993815e-02,2.740260361936623923e+00,5.578489886418044191e-02,5.578489886418044191e-02
5.195815941407321004e-02,2.739861778611251353e+00,5.632123484106585365e-02,5.632123484106585365e-02
5.534914355844271217e-02,2.739463311220528219e+00,5.686166612045401303e-02,5.686166612045401303e-02
5.735520045072676348e-02,2.739064959713879865e+00,5.740621259506342028e-02,5.740621259506342028e-02
5.785756619220873420e-02,2.738666724040760503e+00,5.795489414088474817e-02,5.795489414088474817e-02
5.681642621040066538e-02,2.738268604150654095e+00,5.850773061587730833e-02,5.850773061587730833e-02
5.427441131721093270e-02,2.737870599993073917e+00,5.906474185865934895e-02,5.906474185865934895e-02
5.035571426661113875e-02,2.737472711517562551e+00,5.962594768718928323e-02,5.962594768718928323e-02
4.526080469357009889e-02,2.737074938673691893e+00,6.019136789743902149e-02,6.019136789743902149e-02
3.925695683236847533e-02,2.736677281411063145e+00,6.076102226205911533e-02,6.076102226205911533e-02
3.266503286616005003e-02,2.736279739679306822e+00,6.133493052903574855e-02,6.133493052903574855e-02
2.584317274533045466e-02,2.735882313428082302e+00,6.191311242034065743e-02,6.191311242034065743e-02
1.916821735940476071e-02,2.735485002607079164e+00,6.249558763057044136e-02,6.249558763057044136e-02
1.301582614886935378e-02,2.735087807166014962e+00,6.308237582558329226e-02,6.308237582558329226e-02
7.740334806629020278e-03,2.734690727054637893e+00,6.367349664112068042e-02,6.367349664112068042e-02
3.655428415191902189e-03,2.734293762222723689e+00,6.426896968143004651e-02,6.426896968143004651e-02
1.016677838772227574e-03,2.733896912620079167e+00,6.486881451786988273e-02,6.486881451786988273e-02
6.903123085935368971e-06,2.733500178196538233e+00,6.547305068751867185e-02,6.547305068751867185e-02
7.251907723977857193e-04,2.733103558901964991e+00,6.608169769176544528e-02,6.608169769176544528e-02
3.180208674317758655e-03,2.732707054686252857e+00,6.669477499489924466e-02,6.669477499489924466e-02
7.288242291652740484e-03,2.732310665499324109e+00,6.731230202269039564e-02,6.731230202269039564e-02
1.287612980243993920e-02,2.731914391291129895e+00,6.793429816096406559e-02,6.793429816096406559e-02
1.968901493687930798e-02,2.731518232011650227e+00,6.856078275416642442e-02,6.856078275416642442e-02
2.740257798711144901e-02,2.731122187610894425e+00,6.919177510392321429e-02,6.919177510392321429e-02
3.563916164912125234e-02,2.730726258038901122e+00,6.982729446759193548e-02,6.982729446759193548e-02
4.398699219979684133e-02,2.730330443245736927e+00,7.046736005680913351e-02,7.046736005680913351e-02
5.202151991558703198e-02,2.729934743181498202e+00,7.111199103602622307e-02,7.111199103602622307e-02
5.932777554663706820e-02,2.729539157796310178e+00,7.176120652104231445e-02,7.176120652104231445e-02
6.552256950562464211e-02,2.729143687040326949e+00,7.241502557752943492e-02,7.241502557752943492e-02
7.027535171184533247e-02,2.728748330863731475e+00,7.307346721955076951e-02,7.307346721955076951e-02
7.332660403419632988e-02,2.728353089216734695e+00,7.373655040807428063e-02,7.373655040807428063e-02
7.450275196690762936e-02,2.727957962049578189e+00,7.440429404947368486e-02,7.440429404947368486e-02
7.372675226444801166e-02,2.727562949312530627e+00,7.507671699403355159e-02,7.507671699403355159e-02
7.102373045957058317e-02,2.727168050955890433e+00,7.575383803443788699e-02,7.575383803443788699e-02
6.652129558995369119e-02,2.726773266929984896e+00,7.643567590425850988e-02,7.643567590425850988e-02
6.044443610238903891e-02,2.726378597185169284e+00,7.712224927643734906e-02,7.712224927643734906e-02
5.310518643338408423e-02,2.725984041671828173e+00,7.781357676175908178e-02,7.781357676175908178e-02
4.488753317240672808e-02,2.725589600340375007e+00,7.850967690732081616e-02,7.850967690732081616e-02
3.622828812882904898e-02,2.725195273141251651e+00,7.921056819499627810e-02,7.921056819499627810e-02
2.759487909852612053e-02,2.724801060024928834e+00,7.991626903989267061e-02,7.991626903989267061e-02
1.946118539171096118e-02,2.724406960941904821e+00,8.062679778880499359e-02,8.062679778880499359e-02
1.228266431129745699e-02,2.724012975842708517e+00,8.134217271865729071e-02,8.134217271865729071e-02
6.472069730393589793e-03,2.723619104677896363e+00,8.206241203494937797e-02,8.206241203494937797e-02
2.377050980464056641e-03,2.723225347398052332e+00,8.278753387019302523e-02,8.278753387019302523e-02
2.608392339889898195e-04,2.722831703953791482e+00,8.351755628233621664e-02,8.351755628233621664e-02
2.870828475986566533e-04,2.722438174295755076e+00,8.425249725319820804e-02,8.425249725319820804e-02
2.509689570418632311e-03,2.722044758374613682e+00,8.499237468688455865e-02,8.499237468688455865e-02
6.868282098716569500e-03,2.721651456141067182e+00,8.573720640820325922e-02,8.573720640820325922e-02
1.318958679297499090e-02,2.721258267545843434e+00,8.648701016107877837e-02,8.648701016107877837e-02
2.119476809568542758e-02,2.720865192539697386e+00,8.724180360696034975e-02,8.724180360696034975e-02
3.051240918702640900e-02,2.720472231073415070e+00,8.800160432321682547e-02,8.800160432321682547e-02
4.069653902105344750e-02,2.720079383097808723e+00,8.876642980154397788e-02,8.876642980154397788e-02
5.124883301120691098e-02,2.719686648563719888e+00,8.953629744635217824e-02,8.953629744635217824e-02
6.164388394572226093e-02,2.719294027422018978e+00,9.031122457315654550e-02,9.031122457315654550e-02
7.135626383138789219e-02,2.718901519623603491e+00,9.109122840696633194e-02,9.109122840696633194e-02
7.988798619197359785e-02,2.718509125119400238e+00,9.187632608066184647e-02,9.187632608066184647e-02
8.679493851087770329e-02,2.718116843860364007e+00,9.266653463337484742e-02,9.266653463337484742e-02
9.171088897775624138e-02,2.717724675797478451e+00,9.346187100886096943e-02,9.346187100886096943e-02
9.436777959192359233e-02,2.717332620881754313e+00,9.426235205387378802e-02,9.426235205387378802e-02
9.461119425630994118e-02,2.716940679064232089e+00,9.506799451652639399e-02,9.506799451652639399e-02
9.241012738512296987e-02,2.716548850295979367e+00,9.587881504466069793e-02,9.587881504466069793e-02
8.786046411485555485e-02,2.716157134528092154e+00,9.669483018420529929e-02,9.669483018420529929e-02
8.118190314665270357e-02,2.715765531711695324e+00,9.751605637753194000e-02,9.751605637753194000e-02
7.270839129049033733e-02,2.715374041797941285e+00,9.834250996181269355e-02,9.834250996181269355e-02
6.287247752911345744e-02,2.714982664738010865e+00,9.917420716737010422e-02,9.917420716737010422e-02
5.218431623457157192e-02,2.714591400483112427e+00,1.000111641160279369e-01,1.000111641160279369e-01
4.120633709446971937e-02,2.714200248984483643e+00,1.008533968194535863e-01,1.008533968194535863e-01
3.052483794770803963e-02,2.713809210193389720e+00,1.017009211775063010e-01,1.017009211775063010e-01
2.071993309223125676e-02,2.713418284061122954e+00,1.025537529765795375e-01,1.025537529765795375e-01
1.233539379473900209e-02,2.713027470539005392e+00,1.034119078879347370e-01,1.034119078879347370e-01
5.849943433977437997e-03,2.712636769578386176e+00,1.042754014660445261e-01,1.042754014660445261e-01
1.651514675961366068e-03,2.712246181130642864e+00,1.051442491469254809e-01,1.051442491469254809e-01
1.584220522595800816e-05,2.711855705147180107e+00,1.060184662464746103e-01,1.060184662464746103e-01
1.090557830034985650e-03,2.711465341579431865e+00,1.068980679587965832e-01,1.068980679587965832e-01
4.885685089245381772e-03,2.711075090378859187e+00,1.077830693545392821e-01,1.077830693545392821e-01
1.127111103951165469e-02,2.710684951496951101e+00,1.086734853792209327e-01,1.086734853792209327e-01
1.998125964049606712e-02,2.710294924885224610e+00,1.095693308515582054e-01,1.095693308515582054e-01
3.062682195865433152e-02,2.709905010495225142e+00,1.104706204617916659e-01,1.104706204617916659e-01
4.271303217469420849e-02,2.709515208278525655e+00,1.113773687700139875e-01,1.113773687700139875e-01
5.566363406041262979e-02,2.709125518186726644e+00,1.122895902044949573e-01,1.122895902044949573e-01
6.884937821764620935e-02,2.708735940171456580e+00,1.132072990600045403e-01,1.132072990600045403e-01
8.161964211402922276e-02,2.708346474184372354e+00,1.141305094961359429e-01,1.141305094961359429e-01
9.333558625559788824e-02,2.707957120177157506e+00,1.150592355356329088e-01,1.150592355356329088e-01
1.034031607131609964e-01,2.707567878101524883e+00,1.159934910627065524e-01,1.159934910627065524e-01
1.113042626886616981e-01,2.707178747909213534e+00,1.169332898213660266e-01,1.169332898213660266e-01
1.166244195395543110e-01,2.706789729551991375e+00,1.178786454137346340e-01,1.178786454137346340e-01
1.190755298788350597e-01,2.706400822981653409e+00,1.188295712983777480e-01,1.188295712983777480e-01
1.185124308581475688e-01,2.706012028150022619e+00,1.197860807886238638e-01,1.197860807886238638e-01
1.149423612981202020e-01,2.705623345008949521e+00,1.207481870508897021e-01,1.207481870508897021e-01
1.085267432121547887e-01,2.705234773510312163e+00,1.217159031030046606e-01,1.217159031030046606e-01
9.957509094442992814e-02,2.704846313606017461e+00,1.226892418125330592e-01,1.226892418125330592e-01
8.853125815477290439e-02,2.704457965247997642e+00,1.236682158951087074e-01,1.236682158951087074e-01
7.595262783640405191e-02,2.704069728388214688e+00,1.246528379127513214e-01,1.246528379127513214e-01
6.248321914390918969e-02,2.703681602978656784e+00,1.256431202722038953e-01,1.256431202722038953e-01
4.882200787418045779e-02,2.703293588971340533e+00,1.266390752232567918e-01,1.266390752232567918e-01
