int, omega, ref, sam
1.147541601851103429e-03,2.132278665151859265e+00,1.158129581319621276e-03,1.158129581319621276e-03
1.114999429375539879e-03,2.132037320650992829e+00,1.147893598418093814e-03,1.147893598418093814e-03
1.072465175885279091e-03,2.131796030777673323e+00,1.137743746389920227e-03,1.137743746389920227e-03
1.020852059482291099e-03,2.131554795513355582e+00,1.127679344407982306e-03,1.127679344407982306e-03
9.612341469998965686e-04,2.131313614839502435e+00,1.117699716592638519e-03,1.117699716592638519e-03
8.948223079342042642e-04,2.131072488737586035e+00,1.107804191980006538e-03,1.107804191980006538e-03
8.229379689515687593e-04,2.130831417189086086e+00,1.097992104490314296e-03,1.097992104490314296e-03
7.469852255638891048e-04,2.130590400175491617e+00,1.088262792896529463e-03,1.088262792896529463e-03
6.684218882593083270e-04,2.130349437678299207e+00,1.078615600793030125e-03,1.078615600793030125e-03
5.887300493628028902e-04,2.130108529679013873e+00,1.069049876564540005e-03,1.069049876564540005e-03
5.093867542448771851e-04,2.129867676159149514e+00,1.059564973355198343e-03,1.059564973355198343e-03
4.318353464992210678e-04,2.129626877100228466e+00,1.050160249037764438e-03,1.050160249037764438e-03
3.574580318931999462e-04,2.129386132483780170e+00,1.040835066182954670e-03,1.040835066182954670e-03
2.875501709636896263e-04,2.129145442291343837e+00,1.031588792029078990e-03,1.031588792029078990e-03
2.232967659921879981e-04,2.128904806504466229e+00,1.022420798451659403e-03,1.022420798451659403e-03
1.657515558022853866e-04,2.128664225104702989e+00,1.013330461933352250e-03,1.013330461933352250e-03
1.158190725698631201e-04,2.128423698073617754e+00,1.004317163533915373e-03,1.004317163533915373e-03
7.423994993524193637e-05,2.128183225392782596e+00,9.953802888604287684e-04,9.953802888604287684e-04
4.157970252567591443e-05,2.127942807043777584e+00,9.865192280375965558e-04,9.865192280375965558e-04
1.822112499641946888e-05,2.127702443008191224e+00,9.777333756782655670e-04,9.777333756782655670e-04
4.360385320176082805e-06,2.127462133267620903e+00,9.690221308540982207e-04,9.690221308540982207e-04
6.813769613185946363e-09,2.127221877803672001e+00,9.603848970663428656e-04,9.603848970663428656e-04
4.986317261073374072e-06,2.126981676597957893e+00,9.518210822168023154e-04,9.518210822168023154e-04
1.894827982653463682e-05,2.126741529632100836e+00,9.433300985789861565e-04,9.433300985789861565e-04
4.137574522959208933e-05,2.126501436887730190e+00,9.349113627693204096e-04,9.349113627693204096e-04
7.159861830938000213e-05,2.126261398346485532e+00,9.265642957186980650e-04,9.265642957186980650e-04
1.088095685649583601e-04,2.126021413990013098e+00,9.182883226439251005e-04,9.182883226439251005e-04
1.520822736701521580e-04,2.125781483799967564e+00,9.100828730195330675e-04,9.100828730195330675e-04
2.003916027736212045e-04,2.125541607758013374e+00,9.019473805497106155e-04,9.019473805497106155e-04
2.526353101522124211e-04,2.125301785845821190e+00,8.938812831402277509e-04,8.938812831402277509e-04
3.076567894223419591e-04,2.125062018045071444e+00,8.858840228707526862e-04,8.858840228707526862e-04
3.642684272947521013e-04,2.124822304337452117e+00,8.779550459671266226e-04,8.779550459671266226e-04
4.212750937811048243e-04,2.124582644704659629e+00,8.700938027738914756e-04,8.700938027738914756e-04
4.774973126917526033e-04,2.124343039128398836e+00,8.622997477269387073e-04,8.622997477269387073e-04
5.317936718535755088e-04,2.124103487590382588e+00,8.545723393262966107e-04,8.545723393262966107e-04
5.830820562596997648e-04,2.123863990072331731e+00,8.469110401090783813e-04,8.469110401090783813e-04
6.303593186778803491e-04,2.123624546555976433e+00,8.393153166226271882e-04,8.393153166226271882e-04
6.727190403549036714e-04,2.123385157023053971e+00,8.317846393976827124e-04,8.317846393976827124e-04
7.093670784391771641e-04,2.123145821455310056e+00,8.243184829218317463e-04,8.243184829218317463e-04
7.396346456739153483e-04,2.122906539834499284e+00,8.169163256130524678e-04,8.169163256130524678e-04
7.629887206929763599e-04,2.122667312142383356e+00,8.095776497933556424e-04,8.095776497933556424e-04
7.790396428128056223e-04,2.122428138360733296e+00,8.023019416626887444e-04,8.023019416626887444e-04
7.875458024111702329e-04,2.122189018471328126e+00,7.950886912728727125e-04,7.950886912728727125e-04
7.884153956804507450e-04,2.121949952455954413e+00,7.879373925017183573e-04,7.879373925017183573e-04
7.817052696225402749e-04,2.121710940296408054e+00,7.808475430273507196e-04,7.808475430273507196e-04
7.676169385254308104e-04,2.121471981974491161e+00,7.738186443025355963e-04,7.738186443025355963e-04
7.464899058012674626e-04,2.121233077472016504e+00,7.668502015293668893e-04,7.668502015293668893e-04
7.187924740170274513e-04,2.120994226770803515e+00,7.599417236338535568e-04,7.599417236338535568e-04
6.851102703549790231e-04,2.120755429852680507e+00,7.530927232408315009e-04,7.530927232408315009e-04
6.461327538394230673e-04,2.120516686699482900e+00,7.463027166488978969e-04,7.463027166488978969e-04
6.026380038307548991e-04,2.120277997293055883e+00,7.395712238056224288e-04,7.395712238056224288e-04
5.554761159996274983e-04,2.120039361615251305e+00,7.328977682827214450e-04,7.328977682827214450e-04
5.055515518917894557e-04,2.119800779647929900e+00,7.262818772515403521e-04,7.262818772515403521e-04
4.538048010335551680e-04,2.119562251372961281e+00,7.197230814586003025e-04,7.197230814586003025e-04
4.011937202171932224e-04,2.119323776772221724e+00,7.132209152012260883e-04,7.132209152012260883e-04
3.486749132038345351e-04,2.119085355827596384e+00,7.067749163034442190e-04,7.067749163034442190e-04
2.971855057433919842e-04,2.118846988520979302e+00,7.003846260919405209e-04,7.003846260919405209e-04
2.476256558734287166e-04,2.118608674834271177e+00,6.940495893721162915e-04,6.940495893721162915e-04
2.008421183363736176e-04,2.118370414749382036e+00,6.877693544043988073e-04,6.877693544043988073e-04
1.576131551810075536e-04,2.118132208248229453e+00,6.815434728805712383e-04,6.815434728805712383e-04
1.186350528421302669e-04,2.117894055312739443e+00,6.753714999003204884e-04,6.753714999003204884e-04
8.451046991465940579e-05,2.117655955924845568e+00,6.692529939478571339e-04,6.692529939478571339e-04
5.573880026010296317e-05,2.117417910066490716e+00,6.631875168687550223e-04,6.631875168687550223e-04
3.270869381320087410e-05,2.117179917719624882e+00,6.571746338468145059e-04,6.571746338468145059e-04
1.569283338503099314e-05,2.116941978866206053e+00,6.512139133811416496e-04,6.512139133811416496e-04
4.845020739940940252e-06,2.116704093488201099e+00,6.453049272633578672e-04,6.453049272633578672e-04
1.995801572411456792e-07,2.116466261567584439e+00,6.394472505548919571e-04,6.394472505548919571e-04
1.673043423021921617e-06,2.116228483086338930e+00,6.336404615644555859e-04,6.336404615644555859e-04
9.068037561360429912e-06,2.115990758026454976e+00,6.278841418256098442e-04,6.278841418256098442e-04
2.207925638590281362e-05,2.115753086369931424e+00,6.221778760745045158e-04,6.221778760745045158e-04
4.030135984277851888e-05,2.115515468098775997e+00,6.165212522277370433e-04,6.165212522277370433e-04
6.323861176490673812e-05,2.115277903195002640e+00,6.109138613602684139e-04,6.109138613602684139e-04
9.031603761459372525e-05,2.115040391640635509e+00,6.053552976836309128e-04,6.053552976836309128e-04
1.208918595207944416e-04,2.114802933417704978e+00,5.998451585240663787e-04,5.998451585240663787e-04
1.542709467652609147e-04,2.114565528508250747e+00,5.943830443009687952e-04,5.943830443009687952e-04
1.897190061073044450e-04,2.114328176894320066e+00,5.889685585053408686e-04,5.889685585053408686e-04
2.264772280826537771e-04,2.114090878557968178e+00,5.836013076784209337e-04,5.836013076784209337e-04
2.637771027247349468e-04,2.113853633481258765e+00,5.782809013904485285e-04,5.782809013904485285e-04
3.008551209530615231e-04,2.113616441646263056e+00,5.730069522195182239e-04,5.730069522195182239e-04
3.369670859826472999e-04,2.113379303035060719e+00,5.677790757306018293e-04,5.677790757306018293e-04
3.714017722686555902e-04,2.113142217629739417e+00,5.625968904546636232e-04,5.625968904546636232e-04
4.034936873398675249e-04,2.112905185412394360e+00,5.574600178679081815e-04,5.574600178679081815e-04
4.326347139647027801e-04,2.112668206365129642e+00,5.523680823711817284e-04,5.523680823711817284e-04
4.582844359152338058e-04,2.112431280470056905e+00,5.473207112694459132e-04,5.473207112694459132e-04
4.799789795840719441e-04,2.112194407709295341e+00,5.423175347514002298e-04,5.423175347514002298e-04
4.973382352426835695e-04,2.111957588064973024e+00,5.373581858692572013e-04,5.373581858692572013e-04
5.100713551627703577e-04,2.111720821519226021e+00,5.324423005185945426e-04,5.324423005185945426e-04
5.179804604761386894e-04,2.111484108054197506e+00,5.275695174183208389e-04,5.275695174183208389e-04
5.209625238438656686e-04,2.111247447652039089e+00,5.227394780908221775e-04,5.227394780908221775e-04
5.190094300697611256e-04,2.111010840294911262e+00,5.179518268421939983e-04,5.179518268421939983e-04
5.122062510601069164e-04,2.110774285964981178e+00,5.132062107425556683e-04,5.132062107425556683e-04
5.007278043807737592e-04,2.110537784644424875e+00,5.085022796065621648e-04,5.085022796065621648e-04
4.848335955004602475e-04,2.110301336315425935e+00,5.038396859739691005e-04,5.038396859739691005e-04
4.648612721006172726e-04,2.110064940960176383e+00,4.992180850903551754e-04,4.992180850903551754e-04
4.412187441002701186e-04,2.109828598560874902e+00,4.946371348879188964e-04,4.946371348879188964e-04
4.143751448809409872e-04,2.109592309099730389e+00,4.900964959664878004e-04,4.900964959664878004e-04
3.848508272605820346e-04,2.109356072558957518e+00,4.855958315744939588e-04,4.855958315744939588e-04
3.532066018121287829e-04,2.109119888920780728e+00,4.811348075902256282e-04,4.811348075902256282e-04
3.200324349571825096e-04,2.108883758167430678e+00,4.767130925030542898e-04,4.767130925030542898e-04
2.859358298170591077e-04,2.108647680281147352e+00,4.723303573948990208e-04,4.723303573948990208e-04
2.515301140430987754e-04,2.108411655244178284e+00,4.679862759217140672e-04,4.679862759217140672e-04
2.174228558608542127e-04,2.108175683038779002e+00,4.636805242951371506e-04,4.636805242951371506e-04
1.842046224895123156e-04,2.107939763647212583e+00,4.594127812642255396e-04,4.594127812642255396e-04
1.524382841638860996e-04,2.107703897051750097e+00,4.551827280973299249e-04,4.551827280973299249e-04
1.226490524820189317e-04,2.107468083234671052e+00,4.509900485640785028e-04,4.509900485640785028e-04
9.531542407527572776e-05,2.107232322178262507e+00,4.468344289174447587e-04,4.468344289174447587e-04
7.086118005516165569e-05,2.106996613864819956e+00,4.427155578759642209e-04,4.427155578759642209e-04
4.964856877431208224e-05,2.106760958276645557e+00,4.386331266060114410e-04,4.386331266060114410e-04
3.197277463684220465e-05,2.106525355396050792e+00,4.345868287042667106e-04,4.345868287042667106e-04
1.805774950023647160e-05,2.106289805205354693e+00,4.305763601802143270e-04,4.305763601802143270e-04
8.053456158713162406e-06,2.106054307686883842e+00,4.266014194387816980e-04,4.266014194387816980e-04
2.034546003590049368e-06,2.105818862822972370e+00,4.226617072630879505e-04,4.226617072630879505e-04
4.657407789336508119e-10,2.105583470595963291e+00,4.187569267973206377e-04,4.187569267973206377e-04
1.876961515054878242e-06,2.105348130988206723e+00,4.148867835296709931e-04,4.148867835296709931e-04
7.518923423805838420e-06,2.105112843982061666e+00,4.110509852754334415e-04,4.110509852754334415e-04
1.671448964672506840e-05,2.104877609559893337e+00,4.072492421601410506e-04,4.072492421601410506e-04
2.919030768118962196e-05,2.104642427704076724e+00,4.034812666029055726e-04,4.034812666029055726e-04
4.461783081591529494e-05,2.104407298396993031e+00,3.997467732997501120e-04,3.997467732997501120e-04
6.262051130510027622e-05,2.104172221621032790e+00,3.960454792071520756e-04,3.960454792071520756e-04
8.278173797523394708e-05,2.103937197358593192e+00,3.923771035256039567e-04,3.923771035256039567e-04
1.046533553940825193e-04,2.103702225592079866e+00,3.887413676833405447e-04,3.887413676833405447e-04
1.277645943881686944e-04,2.103467306303906437e+00,3.851379953201418123e-04,3.851379953201418123e-04
1.516312396733116323e-04,2.103232439476494520e+00,3.815667122712402106e-04,3.815667122712402106e-04
1.757648596643194595e-04,2.102997625092272393e+00,3.780272465513164902e-04,3.780272465513164902e-04
1.996819260943774284e-04,2.102762863133677662e+00,3.745193283386516470e-04,3.745193283386516470e-04
2.229126567842695718e-04,2.102528153583154591e+00,3.710426899593044004e-04,3.710426899593044004e-04
2.450094235748063857e-04,2.102293496423156327e+00,3.675970658714618200e-04,3.675970658714618200e-04
2.655545788560104733e-04,2.102058891636143567e+00,3.641821926498366255e-04,3.641821926498366255e-04
2.841675680084459880e-04,2.101824339204584113e+00,3.607978089701788715e-04,3.607978089701788715e-04
3.005112111169037947e-04,2.101589839110954205e+00,3.574436555939143742e-04,3.574436555939143742e-04
3.142970551681321099e-04,2.101355391337737633e+00,3.541194753528440712e-04,3.541194753528440712e-04
3.252897172398416109e-04,2.101120995867426622e+00,3.508250131339763584e-04,3.508250131339763584e-04
3.333101595315783963e-04,2.100886652682520506e+00,3.475600158644178111e-04,3.475600158644178111e-04
3.382378580865457959e-04,2.100652361765527054e+00,3.443242324964034418e-04,3.443242324964034418e-04
3.400118482981218321e-04,2.100418123098960699e+00,3.411174139923801385e-04,3.411174139923801385e-04
3.386306513905009211e-04,2.100183936665345197e+00,3.379393133102455773e-04,3.379393133102455773e-04
3.341511066222170026e-04,2.099949802447210523e+00,3.347896853886075724e-04,3.347896853886075724e-04
3.266861536165257185e-04,2.099715720427095977e+00,3.316682871322193917e-04,3.316682871322193917e-04
3.164016276298245857e-04,2.099481690587547966e+00,3.285748773974434250e-04,3.285748773974434250e-04
3.035121474182217037e-04,2.099247712911120001e+00,3.255092169778313490e-04,3.255092169778313490e-04
2.882761903746516603e-04,2.099013787380374030e+00,3.224710685898282171e-04,3.224710685898282171e-04
2.709904625506805165e-04,2.098779913977880440e+00,3.194601968585364512e-04,3.194601968585364512e-04
2.519836818530953103e-04,2.098546092686216280e+00,3.164763683035649432e-04,3.164763683035649432e-04
2.316099009725536956e-04,2.098312323487966591e+00,3.135193513249999128e-04,3.135193513249999128e-04
2.102415023582260983e-04,2.098078606365724852e+00,3.105889161894658077e-04,3.105889161894658077e-04
1.882620007490073228e-04,2.097844941302091204e+00,3.076848350162379752e-04,3.076848350162379752e-04
1.660587894098941575e-04,2.097611328279674225e+00,3.048068817635052243e-04,3.048068817635052243e-04
1.440159643398452780e-04,2.097377767281090488e+00,3.019548322146818273e-04,3.019548322146818273e-04
1.225073564133409771e-04,2.097144258288964114e+00,2.991284639648185634e-04,2.991284639648185634e-04
1.018898948205148176e-04,2.096910801285926329e+00,2.963275564071018000e-04,2.963275564071018000e-04
8.249741645045882753e-05,2.096677396254616355e+00,2.935518907194537832e-04,2.935518907194537832e-04
6.463502523457291548e-05,2.096444043177682293e+00,2.908012498512256290e-04,2.908012498512256290e-04
4.857409315777440171e-05,2.096210742037778019e+00,2.880754185099324884e-04,2.880754185099324884e-04
3.454798093071844095e-05,2.095977492817566734e+00,2.853741831481487420e-04,2.853741831481487420e-04
2.274854146633382949e-05,2.095744295499718746e+00,2.826973319504295402e-04,2.826973319504295402e-04
1.332345362822828250e-05,2.095511150066911910e+00,2.800446548203453173e-04,2.800446548203453173e-04
6.374417512403997772e-06,2.095278056501832520e+00,2.774159433676113900e-04,2.774159433676113900e-04
1.956226103188054800e-06,2.095045014787173088e+00,2.748109908952637431e-04,2.748109908952637431e-04
7.671181059023533947e-08,2.094812024905635450e+00,2.722295923869876336e-04,2.722295923869876336e-04
6.975504477701509723e-07,2.094579086839928106e+00,2.696715444944556271e-04,2.696715444944556271e-04
3.735889927178605027e-06,2.094346200572767547e+00,2.671366455248063636e-04,2.671366455248063636e-04
9.066756606015553732e-06,2.094113366086878258e+00,2.646246954281842559e-04,2.646246954281842559e-04
1.652617903791345254e-05,2.093880583364992276e+00,2.621354957853603402e-04,2.621354957853603402e-04
2.591495710177862252e-05,2.093647852389848740e+00,2.596688497954369895e-04,2.596688497954369895e-04
3.700299426586413484e-05,2.093415173144195229e+00,2.572245622636549762e-04,2.572245622636549762e-04
4.953410225495906124e-05,2.093182545610786871e+00,2.548024395892569674e-04,2.548024395892569674e-04
6.323118073940520449e-05,2.092949969772385455e+00,2.524022897534333103e-04,2.524022897534333103e-04
7.780166993421394823e-05,2.092717445611762095e+00,2.500239223073880026e-04,2.500239223073880026e-04
9.294317123058154723e-05,2.092484973111694124e+00,2.476671483604227144e-04,2.476671483604227144e-04
1.083491301849473108e-04,2.092252552254966869e+00,2.453317805681551420e-04,2.453317805681551420e-04
1.237144773335258161e-04,2.092020183024374536e+00,2.430176331208038247e-04,2.430176331208038247e-04
1.387411253204278415e-04,2.091787865402717106e+00,2.407245217315152441e-04,2.407245217315152441e-04
1.531432256233605511e-04,2.091555599372803442e+00,2.384522636248325486e-04,2.384522636248325486e-04
1.666520946124906558e-04,2.091323384917449513e+00,2.362006775251903245e-04,2.362006775251903245e-04
1.790207266238329925e-04,2.091091222019478835e+00,2.339695836455146988e-04,2.339695836455146988e-04
1.900278209952114053e-04,2.090859110661723363e+00,2.317588036759021808e-04,2.317588036759021808e-04
1.994812604015947606e-04,2.090627050827021716e+00,2.295681607723493807e-04,2.295681607723493807e-04
2.072209891220945445e-04,2.090395042498220501e+00,2.273974795455935879e-04,2.273974795455935879e-04
2.131212518493855385e-04,2.090163085658174325e+00,2.252465860500106761e-04,2.252465860500106761e-04
2.170921660821182740e-04,2.089931180289744450e+00,2.231153077725823704e-04,2.231153077725823704e-04
2.190806137817381317e-04,2.089699326375800581e+00,2.210034736219660800e-04,2.210034736219660800e-04
2.190704506015124574e-04,2.089467523899219525e+00,2.189109139176080175e-04,2.189109139176080175e-04
2.170820433694839815e-04,2.089235772842886529e+00,2.168374603789591823e-04,2.168374603789591823e-04
2.131711584184270674e-04,2.089004073189693056e+00,2.147829461147342234e-04,2.147829461147342234e-04
2.074272345942321336e-04,2.088772424922539894e+00,2.127472056122853912e-04,2.127472056122853912e-04
1.999710851536474121e-04,2.088540828024333607e+00,2.107300747270000158e-04,2.107300747270000158e-04
1.909520821142409819e-04,2.088309282477989193e+00,2.087313906718173833e-04,2.087313906718173833e-04
1.805448847974579956e-04,2.088077788266429646e+00,2.067509920067958380e-04,2.067509920067958380e-04
1.689457811887070543e-04,2.087846345372585066e+00,2.047887186287460743e-04,2.047887186287460743e-04
1.563687162317455883e-04,2.087614953779393101e+00,2.028444117609490792e-04,2.028444117609490792e-04
1.430410852095260685e-04,2.087383613469798505e+00,2.009179139429356287e-04,2.009179139429356287e-04
1.291993729009912890e-04,2.087152324426754912e+00,1.990090690203586202e-04,1.990090690203586202e-04
1.150847202302319924e-04,2.086921086633221734e+00,1.971177221348910185e-04,1.971177221348910185e-04
1.009384996579872280e-04,2.086689900072168147e+00,1.952437197142562104e-04,1.952437197142562104e-04
8.699797864456558039e-05,2.086458764726568660e+00,1.933869094622558656e-04,1.933869094622558656e-04
7.349214721055238972e-05,2.086227680579406218e+00,1.915471403489315064e-04,1.915471403489315064e-04
6.063778102104331935e-05,2.085996647613672206e+00,1.897242626007669523e-04,1.897242626007669523e-04
4.863580563880849780e-05,2.085765665812364222e+00,1.879181276909430232e-04,1.879181276909430232e-04
3.766802075898295816e-05,2.085534735158487418e+00,1.861285883296875162e-04,1.861285883296875162e-04
2.789423549923633047e-05,2.085303855635055825e+00,1.843554984546943011e-04,1.843554984546943011e-04
1.944985733586321449e-05,2.085073027225089692e+00,1.825987132215758360e-04,1.825987132215758360e-04
1.244396821649970761e-05,2.084842249911616818e+00,1.808580889944171098e-04,1.808580889944171098e-04
6.957911918775469829e-06,2.084611523677673439e+00,1.791334833363876174e-04,1.791334833363876174e-04
3.044407041653456744e-06,2.084380848506302897e+00,1.774247550004076526e-04,1.774247550004076526e-04
7.271902905079471645e-07,2.084150224380555194e+00,1.757317639198840986e-04,1.757317639198840986e-04
1.185123085992946707e-09,2.083919651283489216e+00,1.740543711995298109e-04,1.740543711995298109e-04
8.331815309507254946e-07,2.083689129198170065e+00,1.723924391062162304e-04,1.723924391062162304e-04
3.163003899475494964e-06,2.083458658107671280e+00,1.707458310599218947e-04,1.707458310599218947e-04
6.905135666194749562e-06,2.083228237995073506e+00,1.691144116247225552e-04,1.691144116247225552e-04
1.195076201627255854e-05,2.082997868843465383e+00,1.674980464998568634e-04,1.674980464998568634e-04
1.817018523166344661e-05,2.082767550635941767e+00,1.658966025108407649e-04,1.658966025108407649e-04
2.541556164664308289e-05,2.082537283355605950e+00,1.643099476006709063e-04,1.643099476006709063e-04
3.352390453583644101e-05,2.082307066985568778e+00,1.627379508210678055e-04,1.627379508210678055e-04
4.232029373116151283e-05,2.082076901508948197e+00,1.611804823237869739e-04,1.611804823237869739e-04
5.162123036951300216e-05,2.081846786908869706e+00,1.596374133519943325e-04,1.596374133519943325e-04
6.123807393016100992e-05,2.081616723168466798e+00,1.581086162317077361e-04,1.581086162317077361e-04
7.098049862625252580e-05,2.081386710270878737e+00,1.565939643632753889e-04,1.565939643632753889e-04
8.065990724365611100e-05,2.081156748199254558e+00,1.550933322129625165e-04,1.550933322129625165e-04
9.009274262996485108e-05,2.080926836936749069e+00,1.536065953045423482e-04,1.536065953045423482e-04
9.910364016200282392e-05,2.080696976466525072e+00,1.521336302109869542e-04,1.521336302109869542e-04
1.075283685877283772e-04,2.080467166771752918e+00,1.506743145462019116e-04,1.506743145462019116e-04
1.152165115474799019e-04,2.080237407835610508e+00,1.492285269568239354e-04,1.492285269568239354e-04
1.220338477312665477e-04,2.080007699641282404e+00,1.477961471140678412e-04,1.477961471140678412e-04
1.278643938985694634e-04,2.079778042171961161e+00,1.463770557056508648e-04,1.463770557056508648e-04
1.326120817550159754e-04,2.079548435410846885e+00,1.449711344277602152e-04,1.449711344277602152e-04
1.362020468112223057e-04,2.079318879341147230e+00,1.435782659770824267e-04,1.435782659770824267e-04
1.385815147097704174e-04,2.079089373946076069e+00,1.421983340428818797e-04,1.421983340428818797e-04
1.397202779601139074e-04,2.078859919208856599e+00,1.408312232991636452e-04,1.408312232991636452e-04
1.396107634341953640e-04,2.078630515112717791e+00,1.394768193968520776e-04,1.394768193968520776e-04
1.382676982163986751e-04,2.078401161640897055e+00,1.381350089560635702e-04,1.381350089560635702e-04
1.357273883465689426e-04,2.078171858776638459e+00,1.368056795584085572e-04,1.368056795584085572e-04
1.320466315270233055e-04,2.077942606503193623e+00,1.354887197393645306e-04,1.354887197393645306e-04
1.273012908778162926e-04,2.077713404803821717e+00,1.341840189807002866e-04,1.341840189807002866e-04
1.215845622241636212e-04,2.077484253661789904e+00,1.328914677029556816e-04,1.328914677029556816e-04
1.150049721042632143e-04,2.077255153060371562e+00,1.316109572579646767e-04,1.316109572579646767e-04
1.076841476275274250e-04,2.077026102982848066e+00,1.303423799214537058e-04,1.303423799214537058e-04
9.975440243949697705e-05,2.076797103412507894e+00,1.290856288856756604e-04,1.290856288856756604e-04
9.135618532492430872e-05,2.076568154332647520e+00,1.278405982521102545e-04,1.278405982521102545e-04
8.263543938229042294e-05,2.076339255726570521e+00,1.266071830242072697e-04,1.266071830242072697e-04
7.374092022811164313e-05,2.076110407577587136e+00,1.253852791001837125e-04,1.253852791001837125e-04
6.482152134731646823e-05,2.075881609869015598e+00,1.241747832658849119e-04,1.241747832658849119e-04
5.602365352307922167e-05,2.075652862584181246e+00,1.229755931876844047e-04,1.229755931876844047e-04
4.748872329588876899e-05,2.075424165706417412e+00,1.217876074054458779e-04,1.217876074054458779e-04
3.935075267011596545e-05,2.075195519219064089e+00,1.206107253255250095e-04,1.206107253255250095e-04
3.173417887320529462e-05,2.074966923105468819e+00,1.194448472138336239e-04,1.194448472138336239e-04
2.475186895130910842e-05,2.074738377348986251e+00,1.182898741889484216e-04,1.182898741889484216e-04
1.850337944421372264e-05,2.074509881932978583e+00,1.171457082152741901e-04,1.171457082152741901e-04
1.307348640840933893e-05,2.074281436840815562e+00,1.160122520962556138e-04,1.160122520962556138e-04
8.531005753455590378e-06,2.074053042055873597e+00,1.148894094676334963e-04,1.148894094676334963e-04
4.927918318730645145e-06,2.073824697561537533e+00,1.137770847907660613e-04,1.137770847907660613e-04
2.298808451847428268e-06,2.073596403341197991e+00,1.126751833459735771e-04,1.126751833459735771e-04
6.606191571324975603e-07,2.073368159378254472e+00,1.115836112259652733e-04,1.115836112259652733e-04
1.272126341327044349e-08,2.073139965656113137e+00,1.105022753292850940e-04,1.105022753292850940e-04
3.372886125783068402e-07,2.072911822158186812e+00,1.094310833538172191e-04,1.094310833538172191e-04
1.599966084811676874e-06,2.072683728867896313e+00,1.083699437903478540e-04,1.083699437903478540e-04
3.750812438687793887e-06,2.072455685768670008e+00,1.073187659161645754e-04,1.073187659161645754e-04
6.725495531014341339e-06,2.072227692843942926e+00,1.062774597887003849e-04,1.062774597887003849e-04
1.044671356001570095e-05,2.071999750077157643e+00,1.052459362392351588e-04,1.052459362392351588e-04
1.482581260386917743e-05,2.071771857451764287e+00,1.042241068666384195e-04,1.042241068666384195e-04
1.976456795089550741e-05,2.071544014951219648e+00,1.032118840311544442e-04,1.032118840311544442e-04
2.515709457300596458e-05,2.071316222558988507e+00,1.022091808482445118e-04,1.022091808482445118e-04
3.089185060320480099e-05,2.071088480258541864e+00,1.012159111824598460e-04,1.012159111824598460e-04
3.685369685232184632e-05,2.070860788033359601e+00,1.002319896413808847e-04,1.002319896413808847e-04
4.292597523898266206e-05,2.070633145866927372e+00,9.925733156957546792e-05,9.925733156957546792e-05
4.899256949673622184e-05,2.070405553742738824e+00,9.829185304262661935e-05,9.829185304262661935e-05
5.493991264171724145e-05,2.070178011644294713e+00,9.733547086118984394e-05,9.733547086118984394e-05
6.065890739689946146e-05,2.069950519555102897e+00,9.638810254510038087e-05,9.638810254510038087e-05
6.604672803304716220e-05,2.069723077458679228e+00,9.544966632752614191e-05,9.544966632752614191e-05
7.100847484956026158e-05,2.069495685338544888e+00,9.452008114915160365e-05,9.452008114915160365e-05
7.545865571933124466e-05,2.069268343178231273e+00,9.359926665243549341e-05,9.359926665243549341e-05
7.932247269771548054e-05,2.069041050961273775e+00,9.268714317586694356e-05,9.268714317586694356e-05
8.253689557181958158e-05,2.068813808671217558e+00,9.178363174831162118e-05,9.178363174831162118e-05
8.505150833237030646e-05,2.068586616291614000e+00,9.088865408336403761e-05,9.088865408336403761e-05
8.682911880604581684e-05,2.068359473806021143e+00,9.000213257375921808e-05,9.000213257375921808e-05
8.784612601617225458e-05,2.068132381198005465e+00,8.912399028582950128e-05,8.912399028582950128e-05
8.809264416640067742e-05,2.067905338451140107e+00,8.825415095399147974e-05,8.825415095399147974e-05
8.757238638955660225e-05,2.067678345549004870e+00,8.739253897527855797e-05,8.739253897527855797e-05
8.630231550170892061e-05,2.067451402475187550e+00,8.653907940392327556e-05,8.653907940392327556e-05
8.431207288049638528e-05,2.067224509213283046e+00,8.569369794596941867e-05,8.569369794596941867e-05
8.164320018557074744e-05,2.066997665746892920e+00,8.485632095392774360e-05,8.485632095392774360e-05
7.834817190111548299e-05,2.066770872059626285e+00,8.402687542147669469e-05,8.402687542147669469e-05
7.448925955720790497e-05,2.066544128135099800e+00,8.320528897820045951e-05,8.320528897820045951e-05
7.013725093720358898e-05,2.066317433956936345e+00,8.239148988436097306e-05,8.239148988436097306e-05
6.537004956971754512e-05,2.066090789508767678e+00,8.158540702572582618e-05,8.158540702572582618e-05
6.027118131200396396e-05,2.065864194774230445e+00,8.078696990840953675e-05,8.078696990840953675e-05
5.492823584255388729e-05,2.065637649736970172e+00,7.999610865378359997e-05,7.999610865378359997e-05
4.943127138659640424e-05,2.065411154380639491e+00,7.921275399340495650e-05,7.921275399340495650e-05
4.387121100431859184e-05,2.065184708688897253e+00,7.843683726398526727e-05,7.843683726398526727e-05
3.833825828705967280e-05,2.064958312645410299e+00,7.766829040240960083e-05,7.766829040240960083e-05
3.292035935278976323e-05,2.064731966233852134e+00,7.690704594077897311e-05,7.690704594077897311e-05
2.770173663566398431e-05,2.064505669437903368e+00,7.615303700150132394e-05,7.615303700150132394e-05
