3.000000000000000000e+00,3.292393252260869541e-03,1.101582941611271675e-02,1.101582941611271675e-02
2.999522281576260330e+00,5.298783206075890345e-03,1.111109530008866364e-02,1.111109530008866364e-02
2.999044715271558914e+00,7.728186745971482238e-03,1.120706211951597552e-02,1.120706211951597552e-02
2.998567301013248976e+00,1.053546793790979645e-02,1.130373391758550221e-02,1.130373391758550221e-02
2.998090038728729478e+00,1.366616754876704386e-02,1.140111475167275047e-02,1.140111475167275047e-02
2.997612928345446015e+00,1.705763743878625782e-02,1.149920869331729975e-02,1.149920869331729975e-02
2.997135969790890808e+00,2.064037665222473797e-02,1.159801982820189876e-02,1.159801982820189876e-02
2.996659162992600933e+00,2.433954058027286774e-02,1.169755225613115443e-02,1.169755225613115443e-02
2.996182507878160983e+00,2.807659033244004274e-02,1.179781009100878270e-02,1.179781009100878270e-02
2.995706004375200404e+00,3.177104593642715580e-02,1.189879746081523235e-02,1.189879746081523235e-02
2.995229652411395715e+00,3.534230427608221065e-02,1.200051850758366775e-02,1.200051850758366775e-02
2.994753451914469178e+00,3.871148084102927350e-02,1.210297738737609735e-02,1.210297738737609735e-02
2.994277402812187905e+00,4.180323344686218134e-02,1.220617827025869892e-02,1.220617827025869892e-02
2.993801505032366972e+00,4.454752611885760827e-02,1.231012534027561139e-02,1.231012534027561139e-02
2.993325758502864975e+00,4.688129232007780950e-02,1.241482279542380912e-02,1.241482279542380912e-02
2.992850163151588472e+00,4.874995863043636579e-02,1.252027484762526649e-02,1.252027484762526649e-02
2.992374718906488873e+00,5.010879280895576965e-02,1.262648572270019115e-02,1.262648572270019115e-02
2.991899425695562886e+00,5.092404383845867966e-02,1.273345966033877230e-02,1.273345966033877230e-02
2.991424283446853849e+00,5.117384598278154617e-02,1.284120091407207377e-02,1.284120091407207377e-02
2.990949292088450395e+00,5.084886398540321151e-02,1.294971375124283515e-02,1.294971375124283515e-02
2.990474451548486901e+00,4.995266219402098168e-02,1.305900245297525117e-02,1.305900245297525117e-02
2.989999761755143481e+00,4.850178648370534473e-02,1.316907131414412485e-02,1.316907131414412485e-02
2.989525222636645552e+00,4.652555423693015280e-02,1.327992464334344994e-02,1.327992464334344994e-02
2.989050834121264266e+00,4.406555417983820666e-02,1.339156676285419706e-02,1.339156676285419706e-02
2.988576596137316077e+00,4.117486442397706725e-02,1.350400200861142513e-02,1.350400200861142513e-02
2.988102508613163621e+00,3.791700347426379264e-02,1.361723473017063986e-02,1.361723473017063986e-02
2.987628571477213946e+00,3.436463509169776498e-02,1.373126929067392324e-02,1.373126929067392324e-02
2.987154784657920281e+00,3.059805360438947602e-02,1.384611006681458860e-02,1.384611006681458860e-02
2.986681148083781157e+00,2.670348141177685680e-02,1.396176144880178528e-02,1.396176144880178528e-02
2.986207661683340397e+00,2.277121490592167591e-02,1.407822784032416140e-02,1.407822784032416140e-02
2.985734325385186683e+00,1.889365873604034046e-02,1.419551365851301657e-02,1.419551365851301657e-02
2.985261139117954432e+00,1.516329118028342075e-02,1.431362333390430973e-02,1.431362333390430973e-02
2.984788102810322918e+00,1.167060529378170092e-02,1.443256131040054902e-02,1.443256131040054902e-02
2.984315216391017600e+00,8.502071425668330379e-03,1.455233204523130423e-02,1.455233204523130423e-02
2.983842479788807900e+00,5.738166613921472092e-03,1.467294000891394661e-02,1.467294000891394661e-02
2.983369892932508538e+00,3.451515270982682959e-03,1.479438968521283246e-02,1.479438968521283246e-02
2.982897455750979976e+00,1.705183483079353302e-03,1.491668557109790925e-02,1.491668557109790925e-02
