3.000000000000000000e+00,4.129492664132032587e-02,1.101582941611271675e-02,1.101582941611271675e-02
2.999522281576260330e+00,4.368127952733904390e-02,1.111109530008866364e-02,1.111109530008866364e-02
2.999044715271558914e+00,4.482400114322318552e-02,1.120706211951597552e-02,1.120706211951597552e-02
2.998567301013248976e+00,4.465336531118803409e-02,1.130373391758550221e-02,1.130373391758550221e-02
2.998090038728729478e+00,4.317676128917774525e-02,1.140111475167275047e-02,1.140111475167275047e-02
2.997612928345446015e+00,4.047840960968999979e-02,1.149920869331729975e-02,1.149920869331729975e-02
2.997135969790890808e+00,3.671458426529629337e-02,1.159801982820189876e-02,1.159801982820189876e-02
2.996659162992600933e+00,3.210465026626785345e-02,1.169755225613115443e-02,1.169755225613115443e-02
2.996182507878160983e+00,2.691846525092297590e-02,1.179781009100878270e-02,1.179781009100878270e-02
2.995706004375200404e+00,2.146089800046389537e-02,1.189879746081523235e-02,1.189879746081523235e-02
2.995229652411395715e+00,1.605437430148936445e-02,1.200051850758366775e-02,1.200051850758366775e-02
2.994753451914469178e+00,1.102046346578501416e-02,1.210297738737609735e-02,1.210297738737609735e-02
2.994277402812187905e+00,6.661562151492283340e-03,1.220617827025869892e-02,1.220617827025869892e-02
2.993801505032366972e+00,3.243714642515466151e-03,1.231012534027561139e-02,1.231012534027561139e-02
2.993325758502864975e+00,9.815326367880357339e-04,1.241482279542380912e-02,1.241482279542380912e-02
2.992850163151588472e+00,2.604834015170962025e-05,1.252027484762526649e-02,1.252027484762526649e-02
2.992374718906488873e+00,4.561605968148030321e-04,1.262648572270019115e-02,1.262648572270019115e-02
2.991899425695562886e+00,2.274125562156229657e-03,1.273345966033877230e-02,1.273345966033877230e-02
2.991424283446853849e+00,5.405313341427450680e-03,1.284120091407207377e-02,1.284120091407207377e-02
2.990949292088450395e+00,9.702213300192330525e-03,1.294971375124283515e-02,1.294971375124283515e-02
2.990474451548486901e+00,1.495243677644204558e-02,1.305900245297525117e-02,1.305900245297525117e-02
2.989999761755143481e+00,2.089024947972005497e-02,1.316907131414412485e-02,1.316907131414412485e-02
2.989525222636645552e+00,2.721097846246641958e-02,1.327992464334344994e-02,1.327992464334344994e-02
2.989050834121264266e+00,3.358748983518380915e-02,1.339156676285419706e-02,1.339156676285419706e-02
2.988576596137316077e+00,3.968783066783801439e-02,1.350400200861142513e-02,1.350400200861142513e-02
2.988102508613163621e+00,4.519307639924927816e-02,1.361723473017063986e-02,1.361723473017063986e-02
2.987628571477213946e+00,4.981442534156892143e-02,1.373126929067392324e-02,1.373126929067392324e-02
2.987154784657920281e+00,5.330863343454751713e-02,1.384611006681458860e-02,1.384611006681458860e-02
2.986681148083781157e+00,5.549098147147075999e-02,1.396176144880178528e-02,1.396176144880178528e-02
2.986207661683340397e+00,5.624510734399319062e-02,1.407822784032416140e-02,1.407822784032416140e-02
2.985734325385186683e+00,5.552920916117458361e-02,1.419551365851301657e-02,1.419551365851301657e-02
2.985261139117954432e+00,5.337832157554013579e-02,1.431362333390430973e-02,1.431362333390430973e-02
2.984788102810322918e+00,4.990257650794500954e-02,1.443256131040054902e-02,1.443256131040054902e-02
2.984315216391017600e+00,4.528156953561628117e-02,1.455233204523130423e-02,1.455233204523130423e-02
2.983842479788807900e+00,3.975515354137892921e-02,1.467294000891394661e-02,1.467294000891394661e-02
2.983369892932508538e+00,3.361116164371542869e-02,1.479438968521283246e-02,1.479438968521283246e-02
2.982897455750979976e+00,2.717071304744967872e-02,1.491668557109790925e-02,1.491668557109790925e-02
2.982425168173127528e+00,2.077187108952260192e-02,1.503983217670307529e-02,1.503983217670307529e-02
2.981953030127900917e+00,1.475249724386185068e-02,1.516383402528357835e-02,1.516383402528357835e-02
2.981481041544296051e+00,9.433175262627470359e-03,1.528869565317218446e-02,1.528869565317218446e-02
2.981009202351352361e+00,5.101065349750154299e-03,1.541442160973587050e-02,1.541442160973587050e-02
2.980537512478155016e+00,1.995490944568981129e-03,1.554101645733034151e-02,1.554101645733034151e-02
2.980065971853834039e+00,2.959641200926468874e-04,1.566848477125481337e-02,1.566848477125481337e-02
2.979594580407564308e+00,1.132254269863020024e-04,1.579683113970570610e-02,1.579683113970570610e-02
2.979123338068564664e+00,1.483717428020923240e-03,1.592606016372996938e-02,1.592606016372996938e-02
2.978652244766100576e+00,4.367736486114808664e-03,1.605617645717664563e-02,1.605617645717664563e-02
2.978181300429480149e+00,8.651323593255752509e-03,1.618718464664950160e-02,1.618718464664950160e-02
2.977710504988057671e+00,1.415177137678821917e-02,1.631908937145690533e-02,1.631908937145690533e-02
2.977239858371231396e+00,2.062644987204484762e-02,1.645189528356262587e-02,1.645189528356262587e-02
2.976769360508443985e+00,2.778449650968800935e-02,1.658560704753497123e-02,1.658560704753497123e-02
2.976299011329183841e+00,3.530078327796033061e-02,1.672022934049514908e-02,1.672022934049514908e-02
2.975828810762982446e+00,4.283147205072867364e-02,1.685576685206585310e-02,1.685576685206585310e-02
2.975358758739417020e+00,5.003040186678014978e-02,1.699222428431775359e-02,1.699222428431775359e-02
2.974888855188108749e+00,5.656552197394604936e-02,1.712960635171634910e-02,1.712960635171634910e-02
2.974419100038722785e+00,6.213459233931635517e-02,1.726791778106772160e-02,1.726791778106772160e-02
2.973949493220970020e+00,6.647941788612291014e-02,1.740716331146287613e-02,1.740716331146287613e-02
2.973480034664604421e+00,6.939796105452480934e-02,1.754734769422281945e-02,1.754734769422281945e-02
2.973010724299424812e+00,7.075378498672237060e-02,1.768847569284139054e-02,1.768847569284139054e-02
2.972541562055274422e+00,7.048241103343186320e-02,1.783055208292815691e-02,1.783055208292815691e-02
2.972072547862040448e+00,6.859432273507290456e-02,1.797358165215045753e-02,1.797358165215045753e-02
2.971603681649654938e+00,6.517450669395492835e-02,1.811756920017435629e-02,1.811756920017435629e-02
2.971134963348093461e+00,6.037858130460180273e-02,1.826251953860548102e-02,1.826251953860548102e-02
2.970666392887375995e+00,5.442571972069656927e-02,1.840843749092845733e-02,1.840843749092845733e-02
2.970197970197566928e+00,4.758871671139045662e-02,1.855532789244581163e-02,1.855532789244581163e-02
2.969729695208774167e+00,4.018167393729305675e-02,1.870319559021649952e-02,1.870319559021649952e-02
2.969261567851150474e+00,3.254587939859176354e-02,1.885204544299281040e-02,1.885204544299281040e-02
2.968793588054892574e+00,2.503453032471378292e-02,1.900188232115740741e-02,1.900188232115740741e-02
2.968325755750239825e+00,1.799699189305368693e-02,1.915271110665956941e-02,1.915271110665956941e-02
2.967858070867477327e+00,1.176329562443815396e-02,1.930453669294944496e-02,1.930453669294944496e-02
2.967390533336932812e+00,6.629561293734563543e-03,1.945736398491331245e-02,1.945736398491331245e-02
2.966923143088979309e+00,2.844976299776751094e-03,1.961119789880640812e-02,1.961119789880640812e-02
2.966455900054031591e+00,6.008895231007851945e-04,1.976604336218692332e-02,1.976604336218692332e-02
2.965988804162550618e+00,2.247674438997371293e-05,1.992190531384661553e-02,1.992190531384661553e-02
2.965521855345039981e+00,1.163316585266402359e-03,2.007878870374331728e-02,2.007878870374331728e-02
2.965055053532046347e+00,4.003085215947208009e-03,2.023669849293131470e-02,2.023669849293131470e-02
2.964588398654161239e+00,8.448440699595806402e-03,2.039563965349058122e-02,2.039563965349058122e-02
2.964121890642019252e+00,1.433702989019708732e-02,2.055561716845632700e-02,2.055561716845632700e-02
2.963655529426299395e+00,2.144441821001786402e-02,2.071663603174686216e-02,2.071663603174686216e-02
2.963189314937723307e+00,2.949362095622580504e-02,2.087870124809158498e-02,2.087870124809158498e-02
2.962723247107057034e+00,3.816680896012727281e-02,2.104181783295713121e-02,2.104181783295713121e-02
2.962257325865109259e+00,4.711867557678918461e-02,2.120599081247391549e-02,2.120599081247391549e-02
2.961791551142733514e+00,5.599088928923796893e-02,2.137122522336046618e-02,2.137122522336046618e-02
2.961325922870825078e+00,6.442701878158410556e-02,2.153752611284895369e-02,2.153752611284895369e-02
2.960860440980324526e+00,7.208730616164461813e-02,2.170489853860745749e-02,2.170489853860745749e-02
2.960395105402214178e+00,7.866267896699137563e-02,2.187334756866414487e-02,2.187334756866414487e-02
2.959929916067520761e+00,8.388743145341154284e-02,2.204287828132830279e-02,2.204287828132830279e-02
2.959464872907314525e+00,8.755006823097134794e-02,2.221349576511192497e-02,2.221349576511192497e-02
2.958999975852708353e+00,8.950188549062615406e-02,2.238520511865059459e-02,2.238520511865059459e-02
2.958535224834858202e+00,8.966296304564581876e-02,2.255801145062301047e-02,2.255801145062301047e-02
2.958070619784964439e+00,8.802534984585361211e-02,2.273191987966937874e-02,2.273191987966937874e-02
2.957606160634269177e+00,8.465334181081571319e-02,2.290693553431063026e-02,2.290693553431063026e-02
2.957141847314059380e+00,7.968086892787476505e-02,2.308306355286464731e-02,2.308306355286464731e-02
2.956677679755663313e+00,7.330612378456927147e-02,2.326030908336415223e-02,2.326030908336415223e-02
2.956213657890453650e+00,6.578367151204056462e-02,2.343867728347137983e-02,2.343867728347137983e-02
2.955749781649846142e+00,5.741437738597564983e-02,2.361817332039360673e-02,2.361817332039360673e-02
2.955286050965298728e+00,4.853356951746841397e-02,2.379880237079778221e-02,2.379880237079778221e-02
2.954822465768312867e+00,3.949791731441042869e-02,2.398056962072350751e-02,2.398056962072350751e-02
