3.000000000000000000e+00,1.944609181675431868e-08
2.999522280712722644e+00,1.844953202964035906e-08
2.999044713545033325e+00,1.743876271356463077e-08
2.998567298424284822e+00,1.641721032509118706e-08
2.998090035277875653e+00,1.538847200847219241e-08
2.997612924033251858e+00,1.435631208708573685e-08
2.997135964617903880e+00,1.332465797235146358e-08
2.996659156959369685e+00,1.229759548126935573e-08
2.996182500985232977e+00,1.127936355500119407e-08
2.995705996623122758e+00,1.027434837244089477e-08
2.995229643800715547e+00,9.287076854189727267e-09
2.994753442445732272e+00,8.322209553907634105e-09
2.994277392485940492e+00,7.384532935714013910e-09
2.993801493849154394e+00,6.478951037921032002e-09
2.993325746463233017e+00,5.610476525230567057e-09
2.992850150256081587e+00,4.784221133259285707e-09
2.992374705155651071e+00,4.005385511179475611e-09
2.991899411089938621e+00,3.279248470118636964e-09
2.991424267986986685e+00,2.611155646965911611e-09
2.990949275774883898e+00,2.006507595195041403e-09
2.990474434381763746e+00,1.470747316336295230e-09
2.989999743735805904e+00,1.009347247834343535e-09
2.989525203765235783e+00,6.277957250440644544e-10
2.989050814398323652e+00,3.315829372917110747e-10
2.988576575563386850e+00,1.261863999957421350e-10
2.988102487188785794e+00,1.705596699496820415e-11
2.987628549202928863e+00,9.598409367571408922e-12
2.987154761534267511e+00,1.091615891342710272e-10
2.986681124111300711e+00,3.210182583787440913e-10
2.986207636862571402e+00,6.503495164132152706e-10
2.985734299716668261e+00,1.102227959704907699e-09
2.985261112602225708e+00,1.681600561323148674e-09
2.984788075447921685e+00,2.393271318706811096e-09
2.984315188182481648e+00,3.241883710494401882e-09
2.983842450734674578e+00,4.231903005122087601e-09
2.983369863033315195e+00,5.367598465726907752e-09
2.982897425007263514e+00,6.653025497719999004e-09
2.982425136585423964e+00,8.092007787125307423e-09
2.981952997696746266e+00,9.688119479399739017e-09
2.981481008270225441e+00,1.144466745006931272e-08
2.981009168234901363e+00,1.336467371993634758e-08
2.980537477519858758e+00,1.545085806900224691e-08
2.980065936054226317e+00,1.770562090452111755e-08
2.979594543767179360e+00,2.013102643971313167e-08
2.979123300587936285e+00,2.272878624072593231e-08
2.978652206445761674e+00,2.550024320026606907e-08
2.978181261269964075e+00,2.844635599714907544e-08
2.977710464989896444e+00,3.156768410154714743e-08
2.977239817534957478e+00,3.486437338621593205e-08
2.976769318834589395e+00,3.833614240428818936e-08
2.976298968818279267e+00,4.198226939430320862e-08
2.975828767415559462e+00,4.580158007320075330e-08
2.975358714556006312e+00,4.979243627769479542e-08
2.974888810169240116e+00,5.395272551415005956e-08
2.974419054184926470e+00,5.827985147645892323e-08
2.973949446532774932e+00,6.277072559067922821e-08
2.973479987142539915e+00,6.742175964421763707e-08
2.973010675944019798e+00,7.222885955628790459e-08
2.972541512867056923e+00,7.718742034487069842e-08
2.972072497841538929e+00,8.229232234397163275e-08
2.971603630797396534e+00,8.753792872326167691e-08
2.971134911664605305e+00,9.291808436003095612e-08
2.970666340373185665e+00,9.842611611150076487e-08
2.970197916853200226e+00,1.040548345328937266e-07
2.969729641034757783e+00,1.097965370843071497e-07
2.969261512848010209e+00,1.156430128665231117e-07
2.968793532223152898e+00,1.215855489229572112e-07
2.968325699090426095e+00,1.276149381417111085e-07
2.967858013380114457e+00,1.337214887883865103e-07
2.967390475022544827e+00,1.398950356966871047e-07
2.966923083948089790e+00,1.461249531399806729e-07
2.966455840087165008e+00,1.524001694032138275e-07
2.965988743370229219e+00,1.587091830702433809e-07
2.965521793727786459e+00,1.650400810373835644e-07
2.965054991090383396e+00,1.713805582595899252e-07
2.964588335388610663e+00,1.777179392308021785e-07
2.964121826553103300e+00,1.840392011954025458e-07
2.963655464514538984e+00,1.903309990826769621e-07
2.963189249203639353e+00,1.965796921510240407e-07
2.962723180551169566e+00,2.027713723235830327e-07
2.962257258487939193e+00,2.088918941914856163e-07
2.961791482944799991e+00,2.149269066556437147e-07
2.961325853852648127e+00,2.208618861722768593e-07
2.960860371142422398e+00,2.266821715619830698e-07
2.960395034745106457e+00,2.323730003363506811e-07
2.959929844591725256e+00,2.379195464905202173e-07
2.959464800613349489e+00,2.433069597041425187e-07
2.958999902741090704e+00,2.485204058877694530e-07
2.958535150906105748e+00,2.535451090055173442e-07
2.958070545039594101e+00,2.583663940994653837e-07
2.957606085072797431e+00,2.629697314352987634e-07
2.957141770937001812e+00,2.673407816830502120e-07
2.956677602563536400e+00,2.714654420413100793e-07
2.956213579883772535e+00,2.753298932075913112e-07
2.955749702829125525e+00,2.789206470921638848e-07
2.955285971331053751e+00,2.822245951673903211e-07
2.954822385321057343e+00,2.852290573394031780e-07
2.954358944730681280e+00,2.879218312238703031e-07
2.953895649491512287e+00,2.902912417029418326e-07
2.953432499535179723e+00,2.923261906356098915e-07
2.952969494793356908e+00,2.940162065894390412e-07
2.952506635197759355e+00,2.953514944574102067e-07
2.952043920680144762e+00,2.963229848195767654e-07
2.951581351172315681e+00,2.969223829057417532e-07
2.951118926606114634e+00,2.971422170118043780e-07
2.950656646913428993e+00,2.969758862195281315e-07
2.950194512026187876e+00,2.964177072665682006e-07
2.949732521876363034e+00,2.954629604114216544e-07
2.949270676395969293e+00,2.941079341357036789e-07
2.948808975517063224e+00,2.923499685246688673e-07
2.948347419171745365e+00,2.901874971655952648e-07
2.947886007292157107e+00,2.876200874027924645e-07
2.947424739810482919e+00,2.846484787875795813e-07
2.946963616658950791e+00,2.812746195616597156e-07
2.946502637769829125e+00,2.775017010126895259e-07
2.946041803075430288e+00,2.733341895419612480e-07
2.945581112508108834e+00,2.687778562853240080e-07
2.945120566000260176e+00,2.638398041305575714e-07
2.944660163484324134e+00,2.585284919768190991e-07
2.944199904892780939e+00,2.528537560844347428e-07
2.943739790158154346e+00,2.468268283672502739e-07
2.943279819213009407e+00,2.404603514831099795e-07
2.942819991989953810e+00,2.337683905829180335e-07
2.942360308421636983e+00,2.267664415836123632e-07
2.941900768440750547e+00,2.194714358358353405e-07
2.941441371980028308e+00,2.119017410632118725e-07
2.940982118972246262e+00,2.040771584566626718e-07
2.940523009350221706e+00,1.960189158143011185e-07
2.940064043046815012e+00,1.877496566252157640e-07
2.939605219994926966e+00,1.792934250031203595e-07
2.939146540127501428e+00,1.706756463852742319e-07
2.938688003377523561e+00,1.619231039201407744e-07
2.938229609678020715e+00,1.530639104780249672e-07
2.937771358962061541e+00,1.441274762279747987e-07
2.937313251162756877e+00,1.351444717354859842e-07
2.936855286213258864e+00,1.261467865462146646e-07
2.936397464046761829e+00,1.171674832323214552e-07
2.935939784596501401e+00,1.082407468899220384e-07
2.935482247795754507e+00,9.940183008832052019e-08
2.935024853577840265e+00,9.068699328423013535e-08
2.934567601876119536e+00,8.213344072701133626e-08
2.934110492623993593e+00,7.377925189420346998e-08
2.933653525754906344e+00,6.566330851012564807e-08
2.933196701202342549e+00,5.782521721390408527e-08
2.932740018899828716e+00,5.030522795736457611e-08
2.932283478780932651e+00,4.314414822727255838e-08
2.931827080779263461e+00,3.638325320063204235e-08
2.931370824828471111e+00,3.006419195631068122e-08
2.930914710862247308e+00,2.422888988047369465e-08
2.930458738814325503e+00,1.891944741808251152e-08
2.930002908618480006e+00,1.417803533701932611e-08
2.929547220208525538e+00,1.004678668591473584e-08
2.929091673518319450e+00,6.567685641355353330e-09
2.928636268481759064e+00,3.782453454001191909e-09
2.928181005032783002e+00,1.732431717678185284e-09
2.927725883105371629e+00,4.584631991319155888e-10
2.927270902633545280e+00,7.704798368992734812e-13
2.926816063551366476e+00,3.988326746469477151e-10
2.926361365792937708e+00,1.691260504987518967e-09
2.925906809292402766e+00,3.915670016944431699e-09
2.925452393983947186e+00,7.108555246721865699e-09
2.924998119801795582e+00,1.130516014768578513e-08
2.924543986680215202e+00,1.653935010425333045e-08
2.924089994553512817e+00,2.284348336861041485e-08
2.923636143356036943e+00,3.024828276595480581e-08
