3.000000000000000000e+00,4.066979970522966436e-08
2.999522280712722644e+00,4.521649501746998340e-08
2.999044713545033325e+00,4.958943356973676428e-08
2.998567298424284822e+00,5.370085658312658375e-08
2.998090035277875653e+00,5.746573026531677179e-08
2.997612924033251858e+00,6.080364346594425642e-08
2.997135964617903880e+00,6.364067070640972975e-08
2.996659156959369685e+00,6.591115989909377077e-08
2.996182500985232977e+00,6.755940434190981164e-08
2.995705996623122758e+00,6.854115971245459154e-08
2.995229643800715547e+00,6.882496879546160990e-08
2.994753442445732272e+00,6.839325954285573525e-08
2.994277392485940492e+00,6.724318575359954674e-08
2.993801493849154394e+00,6.538718411884689592e-08
2.993325746463233017e+00,6.285322653609118861e-08
2.992850150256081587e+00,5.968475236715595526e-08
2.992374705155651071e+00,5.594027159556840024e-08
2.991899411089938621e+00,5.169263651231780126e-08
2.991424267986986685e+00,4.702798649604837290e-08
2.990949275774883898e+00,4.204437751561941531e-08
2.990474434381763746e+00,3.685011502400944273e-08
2.989999743735805904e+00,3.156181578323510618e-08
2.989525203765235783e+00,2.630223070894225450e-08
2.989050814398323652e+00,2.119786690250402582e-08
2.988576575563386850e+00,1.637645250407675056e-08
2.988102487188785794e+00,1.196429271734048443e-08
2.987628549202928863e+00,8.083569202687532751e-09
2.987154761534267511e+00,4.849637901350622953e-09
2.986681124111300711e+00,2.368382147953270932e-09
2.986207636862571402e+00,7.336785808490866050e-10
2.985734299716668261e+00,2.503282020105991167e-11
2.985261112602225708e+00,3.054401260516544460e-10
2.984788075447921685e+00,1.619523272675060427e-09
2.984315188182481648e+00,3.991995705724639647e-09
2.983842450734674578e+00,7.426492735923547100e-09
2.983369863033315195e+00,1.190480714378992530e-08
2.982897425007263514e+00,1.738655822536132804e-08
2.982425136585423964e+00,2.380931512381233732e-08
2.981952997696746266e+00,3.108918641243649625e-08
2.981481008270225441e+00,3.912187848590809203e-08
2.981009168234901363e+00,4.778421556098103239e-08
2.980537477519858758e+00,5.693610417796346302e-08
2.980065936054226317e+00,6.642291523585802615e-08
2.979594543767179360e+00,7.607824699305260668e-08
